balance,avg_spend,history_len,dummy1,dummy2,target_spend
17400,351,19,0,0,733.0
11986,654,43,0,0,1011.72
27744,761,6,0,0,1763.88
34873,717,32,0,0,1712.46
5786,673,49,0,0,880.72
14021,534,42,0,0,1167.42
16455,476,39,0,0,986.1
5613,494,17,0,0,569.26
46835,355,15,0,0,1735.7
31767,394,49,0,0,1340.3400000000001
38590,555,18,0,0,1685.8000000000002
37794,408,6,0,0,1144.88
9840,471,44,0,0,607.8
14568,533,50,0,0,838.36
42025,582,9,0,0,1618.5
37549,630,49,0,0,1449.98
11531,402,27,0,0,912.62
11161,655,41,0,0,1220.22
28023,633,19,0,0,1116.46
31060,799,36,0,0,1758.2
12691,611,44,0,0,1033.82
22456,782,5,0,0,1349.12
49779,507,28,0,0,1533.58
31146,362,7,0,0,1156.92
37970,653,38,0,0,1676.4
44289,597,19,0,0,1545.78
11682,742,35,0,0,1305.6399999999999
8738,594,25,0,0,964.76
45377,350,43,0,0,1550.54
45863,756,6,0,0,1754.26
30612,596,25,0,0,1183.24
20114,342,40,0,0,1022.28
13655,700,17,0,0,1018.1
37067,351,49,0,0,1397.3400000000001
21548,586,26,0,0,1441.96
12648,706,14,0,0,1388.96
18429,366,31,0,0,991.5799999999999
35317,479,26,0,0,1653.3400000000001
19582,385,41,0,0,1177.6399999999999
14753,699,49,0,0,1365.06
16960,552,17,0,0,1210.2
29579,531,49,0,0,1217.58
27654,781,40,0,0,1706.08
35885,702,36,0,0,1368.7
18033,760,47,0,0,1135.66
9411,368,36,0,0,901.22
16003,469,7,0,0,700.06
45782,677,47,0,0,1766.6399999999999
19606,448,50,0,0,744.12
33860,626,23,0,0,1527.2
13653,603,16,0,0,1033.06
15627,628,32,0,0,1341.54
30215,660,17,0,0,1329.3000000000002
32061,407,22,0,0,1053.22
26294,710,17,0,0,1563.88
27127,716,27,0,0,1392.54
31020,502,22,0,0,1113.4
23536,523,48,0,0,954.72
47465,430,31,0,0,1693.3000000000002
44693,774,42,0,0,2160.86
38428,740,9,0,0,1812.56
24554,499,19,0,0,1291.08
44577,548,49,0,0,1651.54
16713,530,17,0,0,1156.26
7763,785,27,0,0,1332.26
10657,680,47,0,0,1256.1399999999999
20712,709,18,0,0,1138.24
28488,799,33,0,0,1489.76
25089,529,46,0,0,1161.78
18148,724,18,0,0,1529.96
39377,443,28,0,0,1345.54
32818,655,10,0,0,1216.3600000000001
23275,381,37,0,0,895.5
26123,364,31,0,0,1219.46
32956,556,15,0,0,1305.12
8063,595,31,0,0,770.26
6932,331,41,0,0,968.64
46334,659,7,0,0,1533.68
38953,423,30,0,0,1605.06
28382,625,22,0,0,1395.6399999999999
5471,631,49,0,0,946.42
45774,391,27,0,0,1479.48
26719,543,6,0,0,1292.38
22134,614,10,0,0,1069.68
20368,338,24,0,0,864.36
5373,599,11,0,0,1047.46
38577,776,13,0,0,1679.54
31061,371,39,0,0,1101.22
14460,406,40,0,0,1176.2
21233,430,40,0,0,764.6600000000001
18146,311,28,0,0,620.9200000000001
16204,392,35,0,0,750.0799999999999
35161,601,43,0,0,1765.22
16742,759,37,0,0,1236.8400000000001
49460,364,28,0,0,1506.2
45121,713,12,0,0,1553.42
36485,530,28,0,0,1718.7
33086,711,5,0,0,1813.72
15511,444,14,0,0,1250.22
10827,354,40,0,0,795.54
36829,498,5,0,0,1459.58
16438,763,27,0,0,1451.76
12724,427,7,0,0,586.48
20465,664,13,0,0,983.3
13165,645,6,0,0,1124.3
9802,323,9,0,0,734.04
43918,357,27,0,0,1527.3600000000001
29615,727,10,0,0,1486.3000000000002
31350,691,32,0,0,1558.0
13966,622,5,0,0,872.3199999999999
35165,759,50,0,0,1478.3000000000002
31054,734,44,0,0,1811.08
35993,484,41,0,0,1121.8600000000001
14866,780,28,0,0,1130.32
17107,616,28,0,0,905.14
29196,798,27,0,0,1362.92
22075,337,18,0,0,959.5
43865,745,10,0,0,1807.3000000000002
46447,422,17,0,0,1518.94
34619,424,33,0,0,1278.38
22323,749,18,0,0,1554.46
43463,426,21,0,0,1431.26
48047,433,46,0,0,1805.94
28978,458,25,0,0,1346.56
32376,445,48,0,0,1483.52
37758,761,7,0,0,1630.1599999999999
43712,626,37,0,0,1984.24
36341,500,41,0,0,1524.8200000000002
21339,400,10,0,0,920.78
20717,426,45,0,0,1138.3400000000001
45793,571,17,0,0,1701.8600000000001
27849,575,13,0,0,1288.98
16666,355,19,0,0,1102.32
29323,501,47,0,0,1120.46
33548,477,24,0,0,1238.96
42829,728,22,0,0,1711.58
7497,319,25,0,0,866.94
28752,471,34,0,0,1221.04
40795,454,20,0,0,1330.9
19487,438,12,0,0,1257.74
8291,402,46,0,0,536.8199999999999
45320,676,47,0,0,1538.4
25493,764,21,0,0,1548.8600000000001
41333,361,36,0,0,1178.6599999999999
31886,625,16,0,0,1254.72
38364,417,14,0,0,1658.28
9599,605,28,0,0,1090.98
11410,507,41,0,0,980.2
49407,718,11,0,0,2058.14
44382,518,8,0,0,1398.6399999999999
8710,686,10,0,0,1027.2
45370,578,49,0,0,1388.4
28823,763,33,0,0,1825.46
29125,622,23,0,0,1234.5
7579,455,11,0,0,952.58
26756,666,25,0,0,1517.12
20385,433,26,0,0,1164.7
42076,569,11,0,0,1543.52
11230,666,46,0,0,997.6
21504,776,38,0,0,1508.08
18488,617,20,0,0,1379.76
38738,621,35,0,0,1687.76
28535,639,26,0,0,1708.7
21268,317,27,0,0,1021.36
41011,554,16,0,0,1389.22
30542,462,32,0,0,1552.8400000000001
32124,596,26,0,0,1546.48
10298,410,50,0,0,914.96
35283,748,50,0,0,1493.6599999999999
11344,437,21,0,0,1137.88
33817,760,18,0,0,1435.3400000000001
48981,476,25,0,0,1440.62
25169,344,47,0,0,777.38
18052,672,35,0,0,1231.04
30233,793,26,0,0,1750.6599999999999
12210,794,17,0,0,1265.2
41903,716,36,0,0,2030.06
19124,781,33,0,0,1109.48
22529,786,13,0,0,1198.58
48356,488,11,0,0,1836.12
46712,387,38,0,0,1673.24
37534,545,44,0,0,1634.68
12510,307,34,0,0,925.2
39931,714,34,0,0,1907.62
36228,396,15,0,0,1346.56
36454,695,6,0,0,1471.08
14463,535,44,0,0,990.26
33137,546,5,0,0,1281.74
5915,664,39,0,0,929.3
44894,314,29,0,0,1643.88
21676,513,22,0,0,945.52
14783,595,7,0,0,1050.66
33851,392,19,0,0,1144.02
10397,488,41,0,0,1139.94
8866,503,32,0,0,598.3199999999999
7783,461,12,0,0,889.66
37608,417,22,0,0,1551.1599999999999
45405,406,27,0,0,1399.1
41197,455,43,0,0,1497.94
37388,614,39,0,0,1312.76
21472,574,10,0,0,1016.44
6742,686,16,0,0,1008.84
24262,548,5,0,0,1491.24
7976,687,15,0,0,955.52
47531,312,36,0,0,1730.62
19466,381,12,0,0,1124.32
25189,527,34,0,0,1264.78
44354,491,15,0,0,1419.08
18465,381,42,0,0,1203.3
38800,715,10,0,0,1586.0
14064,684,15,0,0,1327.28
23073,318,6,0,0,712.46
43765,625,35,0,0,1601.3000000000002
45234,644,27,0,0,1782.68
11824,559,44,0,0,1258.48
5469,380,40,0,0,587.38
7313,518,50,0,0,679.26
24971,440,5,0,0,1303.42
6586,388,9,0,0,863.72
16051,319,36,0,0,840.02
36939,363,7,0,0,1171.78
40122,347,29,0,0,1287.44
31874,309,46,0,0,962.48
39140,484,30,0,0,1263.8000000000002
11517,608,30,0,0,1252.3400000000001
36320,375,29,0,0,1062.4
34525,427,50,0,0,1101.5
20011,610,27,0,0,1237.22
38100,580,33,0,0,1639.0
34762,492,8,0,0,1303.24
15084,303,15,0,0,918.6800000000001
33137,797,10,0,0,1765.74
49210,457,21,0,0,1759.2
25374,798,36,0,0,1268.48
37179,554,32,0,0,1552.58
10432,750,23,0,0,858.64
19261,697,13,0,0,1435.22
5299,793,9,0,0,1189.98
26557,525,32,0,0,1024.1399999999999
8072,318,10,0,0,580.44
11055,457,22,0,0,614.1
12615,390,18,0,0,766.3
15327,759,19,0,0,1539.54
48064,489,28,0,0,1772.28
40819,427,19,0,0,1521.38
5214,623,36,0,0,783.28
5695,714,44,0,0,1224.9
21646,608,11,0,0,1307.92
9568,722,9,0,0,1219.3600000000001
21505,630,27,0,0,986.0999999999999
11182,784,31,0,0,1348.6399999999999
8461,386,5,0,0,713.22
35183,543,29,0,0,1426.6599999999999
32512,578,28,0,0,1374.24
7380,481,6,0,0,922.6
19588,477,41,0,0,877.76
6259,538,8,0,0,775.1800000000001
44587,349,16,0,0,1318.74
20423,350,31,0,0,1014.46
39557,620,32,0,0,1334.1399999999999
23678,370,28,0,0,1230.56
15788,409,6,0,0,1220.76
23312,670,32,0,0,1210.24
30604,651,25,0,0,1229.08
11688,584,50,0,0,1136.76
9747,706,9,0,0,1106.94
10691,594,50,0,0,1223.82
6539,694,49,0,0,979.78
32341,563,16,0,0,1462.8200000000002
7646,356,14,0,0,709.9200000000001
33370,495,43,0,0,1105.4
34748,799,39,0,0,1629.96
49785,439,9,0,0,1789.7
8429,695,11,0,0,1091.58
42148,589,20,0,0,1673.96
20765,514,30,0,0,1336.3
23932,597,28,0,0,1149.6399999999999
34619,307,10,0,0,992.38
16511,542,37,0,0,1258.22
20576,772,41,0,0,1305.52
47580,753,45,0,0,2071.6
6793,793,11,0,0,883.86
26560,626,16,0,0,1115.2
48335,466,32,0,0,1621.7
10487,478,45,0,0,792.74
11396,487,22,0,0,849.9200000000001
10114,740,16,0,0,1170.28
32281,322,31,0,0,1427.62
33419,626,43,0,0,1488.38
42260,762,8,0,0,1901.2
30291,791,29,0,0,1784.8200000000002
30364,430,16,0,0,1388.28
12308,687,36,0,0,1247.1599999999999
49896,313,42,0,0,1786.92
40029,657,8,0,0,1450.58
26913,743,26,0,0,1741.26
33951,588,43,0,0,1602.02
25394,783,11,0,0,1588.88
25527,325,43,0,0,1240.54
11212,421,28,0,0,1139.24
17927,544,11,0,0,1376.54
34154,624,21,0,0,1357.08
39559,328,14,0,0,1552.18
12720,576,32,0,0,1118.4
46346,420,7,0,0,1663.92
31947,752,43,0,0,1646.94
46928,626,50,0,0,1642.56
37210,404,35,0,0,1469.2
33676,448,28,0,0,1412.52
28518,375,22,0,0,958.36
17698,522,21,0,0,997.96
43742,523,48,0,0,1467.8400000000001
20432,491,50,0,0,1214.6399999999999
16086,493,31,0,0,1209.72
33582,622,7,0,0,1260.6399999999999
9632,407,33,0,0,853.64
33535,794,36,0,0,1692.7
25519,457,35,0,0,1317.38
22356,311,50,0,0,995.12
45105,483,33,0,0,1324.1
37319,482,47,0,0,1399.38
44213,785,8,0,0,1781.26
32767,772,49,0,0,1651.3400000000001
49878,573,18,0,0,1631.56
13919,375,47,0,0,732.38
41299,389,29,0,0,1703.98
28631,451,9,0,0,1153.62
15686,764,43,0,0,1236.72
26855,310,36,0,0,1035.1
38313,674,43,0,0,1561.26
10524,472,22,0,0,778.48
38617,386,42,0,0,1529.3400000000001
39178,477,36,0,0,1698.56
15195,594,27,0,0,1005.9000000000001
29280,489,35,0,0,1017.5999999999999
27070,697,29,0,0,1525.4
15506,309,15,0,0,919.12
6239,768,47,0,0,1358.78
27048,381,49,0,0,1110.96
23425,426,48,0,0,889.5
49048,331,39,0,0,1496.96
45527,682,45,0,0,2028.54
27367,640,22,0,0,1353.3400000000001
31984,640,49,0,0,1224.68
42822,509,9,0,0,1844.44
44535,424,42,0,0,1415.7
23315,372,36,0,0,773.3
43905,424,29,0,0,1653.1
28449,746,32,0,0,1421.98
10948,506,27,0,0,992.96
38154,568,12,0,0,1469.08
47512,764,45,0,0,1888.24
7531,495,31,0,0,1089.62
38470,629,50,0,0,1349.4
44310,334,30,0,0,1553.2
5747,468,42,0,0,696.94
19007,379,16,0,0,830.14
9590,560,19,0,0,995.8
43225,447,8,0,0,1418.5
11541,374,11,0,0,792.8199999999999
29288,315,28,0,0,992.76
26999,489,43,0,0,1105.98
14024,309,19,0,0,1086.48
29697,792,11,0,0,1801.94
18435,771,34,0,0,1193.7
16047,732,32,0,0,1128.94
46107,686,32,0,0,1634.1399999999999
38125,611,27,0,0,1380.5
24410,350,22,0,0,997.2
29177,388,17,0,0,1133.54
42471,553,17,0,0,1357.42
42475,404,18,0,0,1548.5
43994,622,50,0,0,1746.88
30101,789,30,0,0,1784.02
38735,320,35,0,0,1192.7
12747,493,30,0,0,1139.94
33451,331,14,0,0,1129.02
30043,765,39,0,0,1277.8600000000001
13007,527,8,0,0,1019.14
36731,709,47,0,0,1584.62
29005,404,45,0,0,1120.1
39772,581,18,0,0,1699.44
29900,385,44,0,0,1200.0
17782,361,36,0,0,922.64
43798,752,19,0,0,1540.96
10699,684,39,0,0,1357.98
35227,751,34,0,0,1509.54
36448,493,8,0,0,1533.96
16244,595,11,0,0,1071.88
39793,405,35,0,0,1101.8600000000001
21257,309,46,0,0,1202.1399999999999
16455,494,27,0,0,780.1
18553,582,34,0,0,1333.06
15891,734,40,0,0,1491.82
47426,602,21,0,0,1725.52
25139,631,26,0,0,1141.78
25316,769,15,0,0,1319.32
9206,600,5,0,0,858.12
13851,786,7,0,0,1510.02
45213,795,20,0,0,1867.26
33809,596,25,0,0,1550.18
37594,369,18,0,0,1021.8800000000001
26867,412,33,0,0,1202.3400000000001
22910,418,25,0,0,1086.2
31087,691,26,0,0,1422.74
17176,561,44,0,0,859.52
31534,650,32,0,0,1217.68
48448,580,26,0,0,1522.96
44260,321,9,0,0,1196.2
31456,310,9,0,0,986.12
17229,685,36,0,0,1442.58
40009,647,48,0,0,1662.18
29731,476,26,0,0,1130.62
8376,414,9,0,0,1023.52
12751,531,41,0,0,1041.02
13668,537,17,0,0,924.36
46557,313,25,0,0,1367.1399999999999
35886,499,5,0,0,1679.72
31037,435,23,0,0,1106.74
47008,364,28,0,0,1339.1599999999999
49386,767,19,0,0,1974.72
13597,555,42,0,0,816.94
47999,408,7,0,0,1421.98
43558,778,16,0,0,1706.1599999999999
6528,762,19,0,0,1162.56
19994,308,41,0,0,624.88
35003,652,8,0,0,1534.06
29565,449,44,0,0,1451.3000000000002
16441,429,20,0,0,1245.82
32824,414,48,0,0,1103.48
25187,697,5,0,0,1509.74
19527,776,39,0,0,1610.54
12772,459,10,0,0,831.44
18676,611,21,0,0,928.52
25969,771,48,0,0,1290.38
15415,798,45,0,0,1354.3
39403,500,19,0,0,1465.06
24104,328,21,0,0,1199.08
23295,582,16,0,0,1303.9
6336,424,27,0,0,512.72
42429,342,36,0,0,1592.58
31876,423,46,0,0,1057.52
36221,452,31,0,0,1625.42
29953,424,42,0,0,1284.06
31083,706,25,0,0,1391.6599999999999
6609,552,29,0,0,802.1800000000001
45063,587,33,0,0,1604.26
24151,770,22,0,0,1392.02
47739,755,30,0,0,1769.78
44257,316,17,0,0,1146.1399999999999
45016,599,14,0,0,1800.3200000000002
40505,362,47,0,0,1434.1
40025,499,24,0,0,1314.5
29177,602,14,0,0,1210.54
13432,323,5,0,0,700.64
42298,318,45,0,0,1473.96
37007,460,7,0,0,1437.1399999999999
26968,600,20,0,0,1465.3600000000001
41098,368,46,0,0,1563.96
12403,772,9,0,0,955.06
6732,523,18,0,0,1093.6399999999999
32493,530,5,0,0,1170.8600000000001
40752,483,42,0,0,1765.04
43499,558,28,0,0,1335.98
37890,746,27,0,0,1781.8000000000002
28257,725,33,0,0,1783.1399999999999
11863,755,42,0,0,1465.26
23613,493,7,0,0,1232.26
19947,591,12,0,0,891.94
21111,390,24,0,0,805.22
35867,665,34,0,0,1284.3400000000001
36466,759,8,0,0,1783.3200000000002
41021,307,10,0,0,1296.42
25217,729,44,0,0,1347.3400000000001
25168,638,33,0,0,1209.3600000000001
44134,770,43,0,0,1961.68
16489,517,11,0,0,1106.78
7649,564,33,0,0,1162.98
49232,460,39,0,0,1910.6399999999999
47017,727,20,0,0,1890.3400000000001
5808,647,24,0,0,827.16
27306,427,28,0,0,1206.12
36341,795,41,0,0,1528.8200000000002
26680,478,41,0,0,1262.6
30911,666,27,0,0,1199.22
16438,374,34,0,0,1110.76
40352,523,22,0,0,1551.04
35132,626,5,0,0,1537.6399999999999
9482,394,19,0,0,922.64
24608,420,41,0,0,1354.16
17960,496,43,0,0,1075.2
12531,334,27,0,0,946.62
47800,622,47,0,0,1740.0
35906,720,50,0,0,1529.12
25679,574,23,0,0,1556.58
34298,679,25,0,0,1526.96
40399,394,43,0,0,1656.98
33082,516,24,0,0,1395.6399999999999
12720,657,28,0,0,924.4
28108,694,49,0,0,1327.1599999999999
9994,596,14,0,0,1093.88
38351,606,42,0,0,1443.02
46665,708,8,0,0,1666.3000000000002
42552,596,14,0,0,1423.04
13059,527,40,0,0,931.1800000000001
8494,357,14,0,0,464.88
12571,382,41,0,0,1081.42
30828,422,43,0,0,1073.56
44528,690,21,0,0,1869.56
23143,435,20,0,0,1254.8600000000001
5871,633,43,0,0,1185.42
34734,468,20,0,0,1298.68
6112,427,6,0,0,911.24
29575,457,10,0,0,1091.5
32253,439,18,0,0,1506.06
48179,661,16,0,0,1630.58
6032,776,25,0,0,839.64
19165,800,30,0,0,1220.3
8595,752,50,0,0,834.9
30466,694,29,0,0,1571.3200000000002
18996,310,27,0,0,702.9200000000001
19757,773,28,0,0,1648.1399999999999
19470,677,26,0,0,1520.4
21026,424,24,0,0,1257.52
27855,767,19,0,0,1752.1
22536,450,49,0,0,1039.72
37560,656,45,0,0,1831.2
32407,760,28,0,0,1563.1399999999999
15566,573,23,0,0,872.3199999999999
17117,518,5,0,0,980.34
44354,462,32,0,0,1434.08
12100,736,11,0,0,1252.0
20268,786,45,0,0,1561.3600000000001
28983,677,12,0,0,1320.6599999999999
13472,496,13,0,0,669.44
23023,480,10,0,0,840.46
19510,371,41,0,0,860.2
39273,453,7,0,0,1301.46
12317,411,50,0,0,557.34
35100,592,23,0,0,1255.0
45259,331,39,0,0,1614.18
41708,569,16,0,0,1726.1599999999999
48894,639,11,0,0,1834.88
48469,739,12,0,0,2091.38
19919,583,12,0,0,1457.38
5786,472,34,0,0,866.72
25205,704,49,0,0,1488.1
49087,387,16,0,0,1695.74
6369,360,41,0,0,445.38
38516,383,11,0,0,1276.3200000000002
6005,691,40,0,0,889.1
15867,762,31,0,0,1311.3400000000001
5742,758,50,0,0,1006.84
6918,693,34,0,0,1213.3600000000001
34436,724,38,0,0,1463.72
15763,377,50,0,0,688.26
5089,589,11,0,0,874.78
49772,476,8,0,0,1558.44
7625,666,32,0,0,781.5
8579,377,13,0,0,507.58000000000004
11194,318,8,0,0,575.88
23392,333,15,0,0,1252.8400000000001
22878,672,48,0,0,1030.56
31970,682,13,0,0,1713.4
13592,761,46,0,0,1049.8400000000001
8972,723,39,0,0,1056.44
26380,636,39,0,0,1619.6
20866,576,50,0,0,1075.32
18331,385,16,0,0,957.62
34499,472,31,0,0,1458.98
11466,325,19,0,0,819.3199999999999
47594,417,10,0,0,1714.88
6695,796,39,0,0,1312.9
24395,703,48,0,0,1379.9
33982,351,32,0,0,1343.6399999999999
23355,746,11,0,0,1694.1
9848,579,49,0,0,979.96
39676,560,9,0,0,1669.52
15008,450,13,0,0,936.1600000000001
37382,401,10,0,0,1152.6399999999999
20786,521,37,0,0,1436.72
17754,670,27,0,0,1251.08
25271,540,14,0,0,1545.42
26259,517,10,0,0,1164.18
34347,754,34,0,0,1589.94
21761,518,17,0,0,1141.22
29299,611,30,0,0,1661.98
23780,504,8,0,0,1155.6
6460,451,24,0,0,609.2
